model,pozitsiya,narx,yil,km,yonilgi,kraska,rang,hudud,posted_date
#Nexia 2,2,"7,200$",2014,80.000,Benzin + Gaz ,,Oq,,2022-05
#Cobalt,2,"9,600$",2018,"93,000",Benzin + metan 4 evro ,,Oq,,2022-05
#Spark,2,,2014,108.000,Benzin  ,,Metalika,Buxoro,2022-05
#Lacetti 1.8,1,,2013,82.000,Benzin  ,,Oq,Farg'ona,2022-05
#Nexia 2 ,1,,2014,225.000,Benzin + metan ,,Oq,Yangi Qo'yliq,2022-05
#Tracker,Premier,"18,100$",2020,27.300,Benzin ,,Qora,Samarqand,2022-04
#Cobalt,2,"11,200$",2021,"26,000",Benzin  ,,Stalnoy,,2022-04
#Nexia 2,COHC,"6,500$",2010,"122,846",Benzin + metan ,,Gan,,2022-04
#Nexia 2,4,"6,800$",2015,"145,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"7,700$",2016,"103,000",Benzin  ,,Oq,,2022-04
#Lacetti,2,"7,400$",2010,"250,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,2,"11,200$",2021,"15,700",Benzin  ,,Oq,,2022-04
#Nexia 2,COHC,"4,000$",2009,"500,000",Benzin + metan ,,Oq,,2022-04
#Spark ,2,"5,900$",2011,"130,700",Benzin + Gaz ,,Oq,,2022-04
#Gentra,3,"14,300$",2021,22.600,Benzin + Gaz ,,Oq,,2022-04
#Spark,"1,","6,000$",2014,"108,000",Benzin  ,,Oq,Toshkent,2022-04
#Spark,2,"8,200$",2020,"11,000",Benzin  ,,Oq,,2022-04
#Nexia 3,2,"10,000$",2019,"42,000",Benzin + metan 4 pok ,,Oq,Buxoro,2022-04
#Gentra,3,"15,300$",2021,"4,200",Benzin  ,,Qora,,2022-04
#Damas,Van,"6,200$",2019,"54,000",Benzin  ,,Qaymoq,,2022-04
#Nexia 3,4,"8,800$",2020,"20,000",Benzin  ,,Qora,,2022-04
#Nexia 3,2,"9,200$",2019,"13,251",Benzin  ,,Oq,,2022-04
#Matiz,lyuks,"4,000$",2009,"149,000",Benzin + metan ,,Oq,,2022-04
#Gentra,3,"11,200$",2018,"170,000",Benzin  ,,Mokriy,,2022-04
#Nexia 3,3,"9,700$",2021,"29,000",Benzin  ,,Oq,,2022-04
#Gentra,3,"15,200$",2022,,Benzin  ,,Oq,Samarqand,2022-04
#Trailblazer,Full,"30,500$",2020,"22,600",Benzin  ,,Oq,,2022-04
#Gentra,2,"10,600$",2018,"107,000",Benzin  ,,Mokriy,,2022-04
#Spark,4,"10,000$",2021,"13,500",Benzin + metan ,,Mokriy,Toshkent,2022-04
#Matiz best,2,"5,000$",2016,"80,000",Benzin  ,,Oq,,2022-04
#Spark,2,"8,000$",2019,"110,000",Benzin + metan ,,Oq,,2022-04
#Spark,2,"4,800$",2011,244.400,Benzin ,,Oq,,2022-04
#Spark,2,"6,600$",2014,130.000,Benzin + Gaz 4 pok ,,Stalnoy,,2022-04
#Jiguli #Vaz2107, 🔄Kraska:,"4,200$",2011,59.000,Benzin + Gaz ,,Mokriy,,2022-04
#Nexia 3,2,"8,600$",2019,"37,100",Benzin  ,,Oq,,2022-04
#Labo, 🔄Kraska:,"8,000$",2020,67.000,Benzin + Gaz ,,OQ,,2022-04
#Gentra,3,"14,300$",2021,22.600,Benzin + Gaz ,,Oq,,2022-04
#Spark,4,"7,800$",2018,"44,000",Benzin  ,,Choko,Toshkent,2022-04
#Spark,4,"7,700$",2017,"121,000",Benzin + metan ,,Oq,,2022-04
#Gentra,3,"14,300$",2021,22.600,Benzin + Gaz ,,Oq,,2022-04
#Cobalt,3,"8,600$",2015,170.000,Benzin + Gaz ,,Mokriy,,2022-04
#Tracker,Premier,"18,100$",2020,27.300,Benzin ,,Qora,Samarqand,2022-04
#Nexia 3,2,"9,300$",2019,"24,000",Benzin + metan 4 pok ,,Oq,,2022-04
#Nexia 3,2,"8,500$",2020,"50,400",Benzin  ,,Oq,,2022-04
#Gentra,1,"11,500$",2015,"88,000",Benzin  ,,Delfin,,2022-04
#Captiva 3,3,,2013,82.600,Benzin ,,Qora,Qarshi,2022-04
#Matiz ,Lyuks,"3,600$",2010,240.000,Benzin + Gaz 65 talik ,,Stalnoy,,2022-04
#Cobalt,4,"12,100$",2021,"12,100",Benzin + metan 4 pok ,,Oq,Qo'qon,2022-04
#Tesla model 3,Standart,"48,000$",2020,40.000,Electr ,,Oq,,2022-04
#Cobalt,2,"7,500$",2013,"294,000",Benzin  ,,Malochniy,,2022-04
#Matiz,2,"4,200$",2011,"127,000",Benzin  ,,Stalnoy,,2022-04
#Gentra,1,"9,000$",2015,"156,000",Benzin + metan ,,Oq,,2022-04
#Gentra,3,"13,500$",2020,"48,000",Benzin  ,,Qora,Toshkent,2022-04
#Gentra,3,"14,300$",2021,22.000,Benzin + Gaz ,,Oq,,2022-04
#Captiva,3,"17,500$",2013,210.000,Benzin + Gaz ,,Oq,,2022-04
#Captiva 3,3,"17,500$",2013,101.000,Benzin ,,Oq,,2022-04
#Tracker,Premier,"18,100$",2020,27.300,Benzin ,,Qora,Samarqand,2022-04
#Spark,2,,2015,160.000,Benzin ,,Oq,Toshkent,2022-04
#Spark,2,"6,500$",2015,"240,000",Benzin  ,,Stalnoy,,2022-04
#Spark,4,"9,800$",2022,,Benzin  ,,Oq,Faqat Toshkentga,2022-04
#Hyundai Tucson,Full,"35,400$",2021,"29,500",Benzin  ,,Qora,,2022-04
#Nexia 2,COHC,"7,200$",2014,"90,000",Benzin + metan ,,Gan,Namangan,2022-04
#Gentra,3,"13,200$",2020,"73,000",Benzin + metan ,,Qora,,2022-04
#Jiguli #Vaz2107, 🔄Kraska:,"4,200$",2011,59.000,Benzin + Gaz ,,Mokriy,,2022-04
#Nexia 2 Sons,Super,"6,700$",2016,196.000,Benzin + Gaz ,,Oq,,2022-04
#Lacetti,1,"6,500$",,"204,000",Benzin + metan 2021 ,30%,Qora,,2022-04
#Spark,1,"5,300$",2014,"248,000",Benzin + propan ,30%,Seriy,,2022-04
#Nexia 2,COHC,"5,500$",2012,"123,000",Benzin + metan ,,Oq,Namangan,2022-04
#Gentra,2.0,"11,500$",2015,,Benzin + propan 4 pok stag 200 ,,Oq,Toshkent,2022-04
#Spark,a/t,"8,000$",2018,"143,000",Benzin  ,,Oq,,2022-04
#Cobalt,4,"11,200$",2020,"25,500",Benzin  ,,Oq,,2022-04
#Nexia 2,1.6,"4,900$",2010,"422,000",Benzin + metan 3 pok ,,Stalnoy,,2022-04
#Nexia 3,4,"8,900$",2019,"65,000",Benzin  ,,Oq,,2022-04
#Nexia 3,2,"8,000$",2018,"120,000",Benzin + metan ,,Qora,,2022-04
#Lacetti,1,"8,000$",2011,"179,000",Benzin + metan  ,,Oq,,2022-04
#Cobalt,2,"10,700$",2019,"44,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,4,"12,300$",2021,"12,100",Benzin + metan 4 pok ,,Oq,Qo'qon,2022-04
#Hyundai Grand Starex,a/t,"14,900$",2013,"305,000",Benzin  ,,Qora,Qo'qon,2022-04
#Lacetti,1,"7,200$",2013,"148,000",Benzin + metan 4 pok ,,Gan,Buxoro,2022-04
#Tracker,2,"16,500$",2019,21.000,Benzin  ,,Mokriy,,2022-04
,,"6,800$",2010,"143,000",Benzin + metan ,20%,Oq,Toshkent,2022-04
#Nexia 3,4,"8,600$",2017,"42,000",Benzin  ,,Oq,Toshkent,2022-04
#Lacetti,2,"8,500$",2012,200.000,Benzin ,,Oq,,2022-04
#Matiz Best,4,"3,250$",2007,111.111,Benzin ,,Stalnoy,,2022-04
#Matiz,2,"4,000$",2009,"203,000",Benzin + metan ,,Stalnoy,,2022-04
#Spark,1,"4,800$",2011,"386,000",Benzin + metan ,,Oq,,2022-04
#Gentra,1,"9,800$",2016,"110,000",Benzin + metan ,,Qora,Toshkent,2022-04
#Nexia 2,DOHC,"7,000$",2015,"180,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,3,"7,000$",2013,"474,000",Benzin + metan 90 l ,,Ko'k,,2022-04
#Lacetti,3,"7,500$",2009,"388,375",Benzin + metan ,,Oq,,2022-04
#Cobalt,4,"13,000$",2020,"62,000",Benzin + metan evro  ,,Mokriy,Toshkent,2022-04
#Gentra,1,"10,500$",2016,220.000,Benzin + Gaz 4 pok ,,Mokriy,,2022-04
#Hyundai Sonata,3,"35,000$",2021,15.000,Benzin ,,To'q,,2022-04
#Isuzu,Tintofka,"60,000$",2015,550.000,Gaz ,,Oq,,2022-04
#Nexia 2 1.6,Lyuks,"7,500$",2016,167.000,Benzin + Gaz ,,Oq,,2022-04
#Nexia 1,Lux,"6,200$",2007,130.500,Benzin ,,Metalika,,2022-04
#Gentra,Mexanika,"11,800$",2020,4.000,Benzin ,,Oq,,2022-04
#Gentra,Mexanika,"12,200$",2019,"27,000",Benzin  ,,Choko,Samarqand,2022-04
#Nexia 3,4,"9,000$",2019,"65,000",Benzin  ,,Oq,,2022-04
#Spark,2,"7,200$",2016,"84,000",Benzin + metan ,,Oq,,2022-04
#Nexia 2,1,"6,000$",2014,"300,000",Benzin  ,,Qora,,2022-04
#Spark,1,"5,600$",2012,"166,000",Benzin  ,,Oq,,2022-04
#Gentra,3,"9,300$",2014,"178,450",Benzin + metan ,,Oq,,2022-04
#Lacetti,2,"7,800$",2012,"170,000",Benzin  ,,Oq,,2022-04
#Gentra,2,"11,000$",2018,"107,000",Benzin  ,,Mokriy,,2022-04
#Spark,2,"5,900$",2015,"123,000",Benzin  ,,Gan,,2022-04
#Cobalt,4,"10,000$",2015,"171,000",Benzin + metan ,,Mokriy,,2022-04
#Cobalt,4,"12,300$",2021,"12,100",Benzin + metan 4 pok ,,Oq,Qo'qon,2022-04
#Matiz,Best,"4,900$",2014,"189,000",Benzin + metan yangi ,,Oq,,2022-04
#Nexia 2,SOHC,"6,500$",2014,"57,000",Benzin  ,,Oq,,2022-04
#Nexia 1,DOHC,"4,200$",2007,,Benzin + metan ,20%,Oq,,2022-04
#Gentra,3,"12,500$",2019,"51,200",Benzin ai92 ,,Oq,,2022-04
#Gentra,3,"11,500$",2014,105.000,Benzin + Gaz ,,Mokriy,,2022-04
#Nexia 3,1,"7,300$",2017,"140,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"8,400$",2019,"156,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,2,,2020,"5,000",Benzin  ,,Bardoviy,"Surxandaryo, Termiz",2022-04
#Damas,Delux,"7,900$",2021,"34,000",Benzin  ,,Oq,,2022-04
#Nexia 3,2,"9,100$",2020,"48,000",Benzin + metan ,,Oq,,2022-04
#Lacetti,2,"10,000$",2009,"19,600",Benzin + metan 80 lik ,,Oq,,2022-04
#Cobalt,4,"12,350$",2022,"7,500",Benzin ai 91 ,,Oq,,2022-04
#Nexia 3,4,"8,400$",2019,"46,000",Benzin  ,,Qora,,2022-04
#Nexia 3,2,"8,400$",2017,"74,000",Benzin  ,,Oq,,2022-04
#Lacetti,1,"7,500$",2010,"449,000",Benzin + metan ,,Oq,Toshkent,2022-04
#Gentra,3,,2019,"67,000",Benzin + metan ,,Oq,Toshkent,2022-04
#Spark,2,"6,600$",2014,130.000,Benzin + Gaz 4 pok ,,Stalnoy,,2022-04
#Jiguli #Vaz2107, 🔄Kraska:,"4,200$",2011,59.000,Benzin + Gaz ,,Mokriy,,2022-04
#Captiva,2,"15,500$",2012,"112,000",Benzin  ,,Oq,,2022-04
#Nexia 3,4,,2017,170.000,Benzin ,,Choco,Toshkent,2022-04
#Gentra,3,"15,000$",2022,"1,666",Benzin  ,,Oq,,2022-04
#Nexia 1,DOHC,"3,000$",2004,,Benzin + propan  ,50%,Oq,,2022-04
#Matiz,2,"4,500$",2013,"99,370",Benzin  ,,Oq,,2022-04
#Mercedes Benz w222,S400,"78,000$",2014,"126,000",Benzin  ,,Qora,,2022-04
#Cobalt,2,"9,600$",2019,45.000,Benzin  ,,Oq,Toshkent,2022-04
#Lacetti,1.8,"8,500$",2011,226.000,Benzin + metan ,,Oq,,2022-04
#Cobalt,2,"9,600$",2019,"43,000",Benzin  ,,Delfin,Toshkent,2022-04
#Matiz Ravon,Best,"5,200$",2018,"98,000",Benzin + metan ,,Seriy,,2022-04
#Cobalt,4,"11,900$",2020,"30,000",Benzin  ,,Oq,,2022-04
#Spark Ravon,4,"8,500$",2017,"165,000",Benzin + metan ,,Qizil,,2022-04
#Captiva,2,"16,200$",2012,"100,000",Benzin  ,,Qora,,2022-04
#Malibu 1,2,"14,800$",2013,"139,000",Benzin  ,,Oq,,2022-04
#Nexia 3,2,"9,800$",2020,"21,400",Benzin + metan ,,Oq,,2022-04
#Nexia 3,4,"8,300$",2017,"67,000",Benzin + metan 4 pok ,,Oq,,2022-04
#Nexia 3,4,"10,000$",2020,"27,000",Benzin  ,,Oq,,2022-04
#Malibu 1,2,"16,500$",2013,"83,000",Benzin  ,,Qora,,2022-04
#Tracker,2,"16,500$",2019,"33,151",Benzin  ,,Mokriy,,2022-04
#Damas,Delux,"6,800$",2018,"156,000",Benzin  ,,Malochniy,Toshkent viloyat,2022-04
#Nexia 3,4,"9,200$",2018,"62,000",Benzin  ,,Oq,,2022-04
#Spark,2,"8,200$",2020,"65,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"8,800$",2020,"50,400",Benzin  ,,Oq,,2022-04
#Cobalt,3,"7,750$",2013,214.700,Benzin + metan ,,Seriy,Toshkent,2022-04
#Hyundai sonata,6,"41,000$",2020,"48,000",Benzin ai 95 ,,Oq,,2022-04
#Nexia 3,4,"9,900$",2019,39.000,Benzin ,,Oq,,2022-04
#Cobalt,4,"10,500$",2019,"42,000",Benzin  ,,Oq,,2022-04
#Nexia 3,Mexanika,"8,700$",2020,"34,000",Benzin  ,,Oq,Toshkent,2022-04
#Lacetti,1,"8,000$",2009,,Benzin + metan 3 pok ,,Oq,Samarqand,2022-04
#Cobalt,2,"11,500$",2021,"9,000",Benzin  ,,Oq,,2022-04
#Spark,2,"8,300$",2018,"18,000",Benzin + metan ,,Oq,,2022-04
#Spark,4,"9,100$",2020,"27,000",Benzin  ,,Oq,,2022-04
#Spark,2,"7,700$",2019,"50,000",Benzin + metan ,,Oq,,2022-04
#Spark,2,"7,500$",2019,"51,000",Benzin  ,,Oq,,2022-04
#Captiva,3,"16,500$",2013,"150,000",Benzin  ,,Baqlajon,,2022-04
#Malibu 2,2.4,"23,800$",2018,"100,000",Benzin  ,,Qora,Toshkentga,2022-04
#Malibu 2,2,"23,700$",2018,"70,000",Benzin  ,,Qora,Toshkent,2022-04
#Equinox,1,"29,800$",2020,"42,000",Benzin  ,,Qora,,2022-04
#Gentra,3,"14,600$",2021,8.500,Benzin ,,Qora,,2022-04
#Malibu 2,2,"30,000$",2021,"21,300",Benzin  ,,Oq,,2022-04
#Spark,2,"6,300$",2014,"110,000",Benzin  ,,Oq,,2022-04
#Nissan Altima,4,"9,000$",2005,"329,000",Benzin + metan ,,Shampan,,2022-04
#Gentra,Elegant,"12,400$",2019,"38,000",Benzin  ,,Oq,,2022-04
#Nexia r3,4,"8,500$",2016,"94,000",Benzin + metan ,,Oq,,2022-04
#Mersedec W211 E500 AMG,113,"23,000$",2004,252.000,Benzin ,,Seriy,Toshkent,2022-04
#Nexia 3,2,"8,900$",2019,"42,700",Benzin + metan ,,Oq,,2022-04
#Lacetti,1.8,"8,500$",2013,"140,000",Benzin + metan ,,Oq,,2022-04
#Spark,2,"6,500$",2018,"200,000",Benzin + metan ,,Choko,,2022-04
#Spark,2,"8,100$",2021,18.500,Benzin ,,Oq,,2022-04
#Tracker,Mexanika,"15,500$",2019,"44,500",Benzin + propan evro ,,Mokriy,Surxandaryo,2022-04
#Nexia 3,2,"8,800$",2019,"39,000",Benzin  ,,Mokriy,,2022-04
#Cobalt,4,"9,100$",2013,"88,000",Benzin  ,,Stalnoy,,2022-04
#Cobalt,2,"11,000$",2019,"49,200",Benzin  ,,Oq,,2022-04
#Cobalt,2,"11,700$",2021,"7,916",Benzin ,,Oq,Toshkent viloyat,2022-04
Seltos,Full,"20,000$",2021,"8,700",Benzin  ,,Oq,,2022-04
#Lacetti,2,"8,500$",2012,"114,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,3,"10,500$",2015,"56,000",Benzin + metan 4 pok ,,Oq,,2022-04
#HOWO,371,"53,000$",2020,53.000,Dizel ,,Oq,,2022-04
#NIO ES8 Founder edition,Elektromobil,"75,000$",2018,40.000,Elektr ,,Och,,2022-04
#Malibu 2,3,"25,000$",2019,25.000,Benzin:  ,,Qora,,2022-04
#Nexia 3,4,"9,500$",2020,22.000,Benzin  ,,Delfin,,2022-04
#Cobalt,2,"9,800$",2019,"43,000",Benzin  ,,Delfin,Toshkent,2022-04
#Lacetti 1.8,3,"8,500$",2009,259.000,Benzin + Metan ,,Oq,,2022-04
#Cobalt,4,"10,000$",2018,97.500,Benzin + Metan  ,,Oq,,2022-04
#Gentra,3,"13,500$",2020,"37,000",Benzin  ,,Oq,Toshkent ,2022-04
#Lada Vesta SW,Mexanika,"12,000$",2019,"67,000",Benzin  ,,Choko,,2022-04
#Spark,2,"8,200$",2021,21.000,Benzin  ,,Oq,Toshkent,2022-04
#Spark,2,"7,100$",2018,"67,000",Benzin  ,,Oq,,2022-04
#Cobalt,2,"8,200$",2015,"187,500",Benzin + metan 90 l ,,Oq,,2022-04
#Spark,1,"5,000$",2011,"165,000",Benzin  ,30%,Oq,,2022-04
#Cobalt,4,"11,899$",2022,,Benzin ,,Oq,Toshkent,2022-04
#Lacetti,3,"9,000$",2013,"200,000",Benzin + metan ,,Mokriy,,2022-04
#Cobalt,1,"7,700$",2013,"140,000",Benzin + metan ,,Qora,Toshkent,2022-04
#Spark,2,"7,000$",2019,"105,000",Benzin + metan ,,Oq,,2022-04
#Gentra,1,"11,600$",2019,41.000,Benzin + metan Zavodskoy ,,Oq,"Toshkent, Qibray",2022-04
#Gentra,3,"13,500$",2019,"50,000",Benzin + metan ,,Oq,,2022-04
#Spark,1,"6,300$",2013,"36,041",Benzin  ,,Metalika,,2022-04
#Spark,2,"8,500$",2018,"18,000",Benzin + metan ,,Oq,,2022-04
#Cobalt,1,"7,000$",2013,"183,000",Benzin  ,,Novot,,2022-04
#Nexia 2,4,"6,500$",2014,"190,000",Benzin  ,,Mokriy,Toshkent,2022-04
#Gentra,3,"14,800$",2021,"14,900",Benzin  ,,Qora,Toshkent,2022-04
#Cobalt,2,"10,100$",2020,51.000,Benzin + Gaz ,,Oq,,2022-04
#Matiz Best,Kondisioner,,2009,158.000,Benzin + Gaz 3 pok ,,Mokriy,Navoiy,2022-04
#Nexia 3,4,"9,500$",2020,22.000,Benzin  ,,Delfin,,2022-04
#Nexia 3,4,,2020,102.500,Benzin + Gaz 4 pok ,,Mokriy,Toshkent,2022-04
#Captiva 4,2.4,"25,000$",2018,89.000,Benzin ,,Toza,,2022-04
#Spark,2,"6,600$",2014,130.000,Benzin + Gaz 4 pok ,,Stalnoy,,2022-04
#Jiguli #Vaz2107, 🔄Kraska:,"4,200$",2011,59.000,Benzin + Gaz ,,Mokriy,,2022-04
#Nexia 3,2,"7,800$",2017,109.000,Benzin ,,Oq,,2022-04
#Nexia 3,3,"8,700$",2017,160.000,Benzin ,,Oq,,2022-04
#Spark,3,"5,000$",2010,156.000,Benzin + Gaz ,,Oq,,2022-04
#Spark,2,"6,800$",2016,185.000,Benzin ,,Oq,,2022-04
#Gentra,3,"14,000$",2021,15.500,Benzin ,,Oq,,2022-04
#Nexia 3,4,"10,500$",2021,"2,600",Benzin  ,,Oq,,2022-04
#Spark Ravon,Elegant,"8,300$",2018,53.000,Benzin ,,Temnoseriy,,2022-04
#Lada Vesta,Comfort,"15,000$",2020,38.000,Benzin ,,Qora,,2022-04
#Gentra,3,"14,000$",2020,31.000,Benzin ,,Qora,,2022-04
#Gentra,1,"8,800$",2015,"165,000",Benzin  ,,Mokriy,,2022-04
#Nexia 2,Evro,"6,000$",2013,"309,000",Benzin + metan ,,Metalika,,2022-04
#Hyundai Tucson,comfort,"28,500$",2020,"58,000",Benzin  ,,Seriy,Namangan ,2022-04
#Nexia 2,SOHC,"5,800$",2013,"248,000",Benzin + metan ,,Oq,,2022-04
#Spark,4,"8,300$",2019,"45,000",Benzin  ,,Bardoviy,,2022-04
#Cobalt,2,"11,200$",2021,7.850,Benzin ,,Oq,,2022-04
#Gentra ,3,"14,800$",2020,39.000,Benzin ,,Oq,Toshkent,2022-04
#Captiva 4,Lyuks,"27,700$",2018,52.000,Benzin ,,Qora,,2022-04
#Gentra,1,"12,700$",2021,10.000,Benzin ,,Qora,,2022-04
#Spark,4,,2020,32.000,Benzin ,,Qora,Toshkent,2022-04
#Cobalt,4,"10,500$",2019,69.000,Benzin ,,Choco,,2022-04
#Nexi 3,2,"8,500$",2017,41.000,Benzin ,,Metallika,,2022-04
#Gentra,1,"8,500$",2014,50.000,Benzin + metan ,,Qora,Namangan,2022-04
#Matiz,Mx,"5,600$",2018,"107,000",Benzin  ,,Oq,,2022-04
#Cobalt,1,"7,000$",2013,"183,000",Benzin  ,,Novot,,2022-04
#Spark,4,"11,200$",2020,"14,000",Benzin  ,,Qora,Toshkent,2022-04
#Nexia 3,2,"9,200$",2021,"72,000",Benzin + metan 4 pok ,,Qora,,2022-04
#Malibu 2,2.5,"24,000$",2018,"47,000",Benzin  ,,Oq,,2022-04
#Gentra,1,"12,900$",2020,"19,700",Benzin  ,,Qora,,2022-04
#Nexia 3,4,,2018,113.000,Benzin  ,,Mokriy,Navoiy,2022-04
#Lacetti,2,"8,200$",2013,120.000,Benzin ,,Oq,,2022-04
#Nexia 3,4,"9,900$",2019,"29,000",Benzin  ,,Oq,Toshkent,2022-04
#Nexia 3,2,"8,700$",2019,40.000,Benzin  ,,Oq,,2022-04
#Gentra,3a/t,"12,000$",2018,"45,000",Benzin  ,,GK,,2022-04
#Nexia 3,2,"8,800$",2018,25.000,Benzin ,,Oq,Qo'qon,2022-04
#Spark,2,"8,300$",2021,"37,000",Benzin  ,,Oq,Toshkent,2022-04
#Cobalt,4,"11,000$",2019,30.300,Benzin ,,Oq,,2022-04
#Gentra,3,"14,700$",2020,55.000,Benzin + Metan 4 pok ,,Qora,Toshkent,2022-04
#Gentra,3,"13,900$",2021,19.300,Benzin ,,Oq,Toshkent viloyati,2022-04
#Cobalt ,2,,2019,64.000,Benzin + Metan 4 pok ,,Oq,Toshkent,2022-04
#Cobalt,4,"10,500$",2020,30.000,Benzin ,,Mokriy,,2022-04
#Gentra,3,"12,500$",2019,50.000,Benzin ,,Oq,,2022-04
#Gentra,3,,2021,35.000,Benzin  ,,Qora,Toshkent,2022-04
#Hyundai,1,"8,500$",2008,"125,500",Benzin  ,,Qora,,2022-04
#Matiz,Super,"5,700$",2015,170.000,Benzin + Metan ,,Malochniy,Toshkent,2022-04
#Nexia 3,2,"8,600$",2019,26.000,Benzin ,,Oq,,2022-04
#Cobalt,2,"10,800$",2020,18.600,Benzin ,,Oq,,2022-04
#Nexia 1,Koreyski,"3,450$",1996,"323,000",Benzin  ,,Oq,,2022-04
#Spark,2,"7,000$",2018,"107,000",Benzin  ,,Oq,,2022-04
#Nexia 3,2,"7,800$",2017,"120,000",Benzin ,,Oq,,2022-04
#Damas,Delux,"7,800$",2022,"3,200",Benzin  ,,Oq,Toshkent,2022-04
#Gentra,1,"12,000$",2021,"4,200",Benzin  ,,Oq,,2022-04
#Cobalt,4,"11,000$",2018,"55,000",Benzin  ,,Choko,,2022-04
#Nexia 3,4,"10,000$",2020,"32,100",Benzin  ,,Oq,,2022-04
#Matiz,a/t,"4,500$",2012,"225,000",Benzin  ,,Serogoluboy,,2022-04
#Lacetti,2,"9,000$",2012,141.000,Benzin  ,,Mokriy,,2022-04
#Cobalt,2,"10,800$",2020,"26,000",Benzin + metan 2 kun bo'ldi qoyilganiga ,,Mokriy,,2022-04
#Spark Ravon,2,"8,700$",2018,"97,000",Benzin + propan ,,Choko,,2022-04
#Spark,4,"9,500$",2018,"108,000",Benzin ai 95 ,,Oq,Farg'ona,2022-04
#Nexia 2 Sonc,3gibrdi,"7,100$",2014,"99,500",Benzin  ,,Kulrang,,2022-04
#Nexia 3,2,"8,500$",2017,"45,600",Benzin + Gaz ,,Oq,,2022-04
#Cobalt,2,"8,800$",2015,"183,000",Benzin + metan ,,Mokriy,Qo'qon,2022-04
#Cobalt,4,"9,000$",2014,"186,500",Benzin + metan ,,Oq,,2022-04
#Spark,2,"7,200$",,"49,000",Benzin  ,,Oq,Toshkent,2022-04
#Gentra,1,"11,600$",2019,"41,000",Benzin + metan Zavodskoy ,,Oq,Toshkent,2022-04
#Nexia 2,1,"6,800$",2015,"27,000",Benzin  ,,Oq,,2022-04
#Cobalt,4,"10,500$",2019,"53,000",Benzin  ,,Mokriy,,2022-04
#Gentra Ravon,Elegant,,2019,65.000,Benzin  ,,Qora,Qarshi,2022-04
#Nexia 3,2,"8,200$",2019,"44,000",Benzin  ,,Olcha,,2022-04
#Gentra,3,"14,900$",2022,"1,500",Benzin  ,,Oq,Angren,2022-04
#Nexia 2,DOHC,"6,000$",2010,"115,000",Benzin + metan 4 pok ,,Oq,Qarshi,2022-04
#Gentra,2,"11,700$",2020,"50,500",Benzin + metan ,,Oq,,2022-04
#Spark,2,,2014,92.000,Benzin  ,,Seriy,Samarqand,2022-04
#Nexia 3,2,,2018,83.000,Benzin + metan 3 pok ,,Oq,Toshkent,2022-04
#Uaz Patriot,2,,2007,166.000,Benzin  ,,Stalnoy,Toshkent VIloyat,2022-04
#Spark,2,"7,800$",2019,40.000,Benzin ,,Oq,,2022-04
#Spark,2,"6,400$",2016,"109,000",Benzin  ,,Oq,,2022-04
#Nexia 2 1.6 DOHC,4,,2015,101.000,Benzin + metan  ,,Oq,Farg'ona viloyat,2022-04
#Matiz,Lyuks,"4,700$",2012,"66,400",Benzin  ,,Oq,,2022-04
#Nexia 3,2,,2020,32.000,Benzin + Metan ,,Oq,Surxondaryo,2022-04
#Nexia 2 Gibrid,1,"5,600$",2014,225.000,Benzin + Metan ,,Mokriy,,2022-04
#Lacetti,1,,2012,176.000,Benzin ,,Qora,Toshkent,2022-04
#Lada Vesta,Full,,2019,88.000,Benzin + Propan ,,Mokriy,Navoiy,2022-04
#Nissan Patrol,Full,"72,000$",2018,6.000,Benzin ,,Qora,,2022-04
#Spark,2,"7,500$",2016,"112,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"8,000$",2017,"60,000",Benzin  ,,Stalnoy,,2022-04
#Gentra,1,"9,700$",2016,"137,000",Benzin + metan ,,Metalik,,2022-04
#Spark,2,"8,500$",2021,"37,000",Benzin  ,,Oq,Toshkent,2022-04
#Nexia 3,4,"9,200$",2018,"41,000",Benzin  ,,Oq,,2022-04
#Matiz mx, 2,"4,700$",2015,"292,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"8,400$",2017,"68,000",Benzin + metan 4 pok ,,Oq,,2022-04
#Matiz mx,Lyuks,"6,000$",2018,90.000,Benzin  ,,Oq,,2022-04
#Spark,2,"7,300$",2019,87.000,Benzin ,,Oq,,2022-04
#Gentra,3,"12,800$",2019,96.000,Benzin + Metan ,,Oq,,2022-04
#Nexia 3,4,"8,950$",2017,143.000,Benzin + Metan 4 pok ,,Oq,,2022-04
#Gentra,Elegant,"14,600$",2021,5.900,Benzin ,,Qora,,2022-04
#Nexia 3,2,"8,200$",2018,"118,500",Benzin + metan 4 pok ,,Oq,,2022-04
#Spark,2,"7,600$",2019,95.000,Benzin  ,,Oq,,2022-04
#Nexia 3,1,"7,400$",2017,205.000,Benzin + Metan ,,Oq,,2022-04
#Gentra,3,"13,200$",2019,"50,000",Benzin  ,,Oq,,2022-04
